Year,geo_name,geo_code,benes_total_cnt,total_std_payment_per_capita,total_payment_per_capita,rowid
2021,NH,33,46453.0,9378.72,10520.33,1247
2021,NH,33,284846.0,9092.43,10231.46,1248
2021,NJ,34,1736749.0,11562.18,13781.69,1249
2021,NJ,34,185569.0,13063.11,15493.48,1250
2021,NJ,34,1551180.0,11389.71,13584.98,1251
2021,NM,35,459399.0,8702.96,9167.31,1252
2021,NM,35,62307.0,10970.99,11519.12,1253
2021,NM,35,397092.0,8370.83,8822.91,1254
2021,NV,32,589033.0,10627.14,12027.69,1255
2021,NV,32,63082.0,14284.73,16163.2,1256
2021,NV,32,525951.0,10190.92,11534.47,1257
2021,NY,36,3880506.0,11532.82,14372.74,1258
2021,NY,36,484036.0,12162.78,14843.04,1259
2021,NY,36,3396470.0,11436.34,14300.71,1260
2021,OH,39,2526943.0,10663.14,10940.22,1261
2021,OH,39,344764.0,10942.14,11123.7,1262
2021,OH,39,2182179.0,10624.92,10915.09,1263
2021,OK,40,803114.0,12055.06,11818.07,1264
2021,OK,40,125300.0,13245.65,13050.5,1265
2021,OK,40,677814.0,11865.01,11621.34,1266
2021,OR,41,941383.0,8031.38,9163.46,1267
2021,OR,41,102951.0,9229.18,10461.49,1268
2021,OR,41,838432.0,7847.23,8963.91,1269
2021,PA,42,2940835.0,10549.44,11388.89,1270
2021,PA,42,384731.0,11770.44,12801.66,1271
2021,PA,42,2556104.0,10379.67,11192.46,1272
2021,PR,72,780991.0,6345.44,6243.7,1273
2021,PR,72,143419.0,10168.18,9385.22,1274
2021,PR,72,637572.0,5840.73,5828.94,1275
2021,RI,44,238846.0,9926.83,11010.51,1276
2021,RI,44,34706.0,8989.62,9865.12,1277
2021,RI,44,204140.0,10064.45,11178.7,1278
2021,SC,45,1187968.0,10308.99,10428.11,1279
2021,SC,45,168260.0,12031.56,12015.81,1280
2021,SC,45,1019708.0,10109.27,10244.03,1281
2021,SD,46,193275.0,9788.25,10339.42,1282
2021,SD,46,18831.0,12252.67,12936.56,1283
2021,SD,46,174444.0,9509.94,10046.11,1284
2021,TN,47,1476568.0,10533.4,10296.31,1285
2021,TN,47,235491.0,11775.91,11404.05,1286
2021,TN,47,1241077.0,10371.78,10152.22,1287
2021,TX,48,4616811.0,12073.51,12616.83,1288
2021,TX,48,565671.0,15099.25,15931.95,1289
2021,TX,48,4051140.0,11717.22,12226.47,1290
2021,Territory,,0.0,0.0,0.0,1291
2021,Territory,,0.0,0.0,0.0,1292
2021,Territory,,0.0,0.0,0.0,1293
2021,UT,49,448080.0,9915.34,10438.66,1294
2021,UT,49,48540.0,10814.13,11246.5,1295
2021,UT,49,399540.0,9815.58,10349.0,1296
2021,VA,51,1652019.0,9700.23,10175.71,1297
2021,VA,51,202239.0,11147.65,11540.11,1298
2021,VA,51,1449780.0,9558.22,10041.85,1299
2021,VI,,21203.0,4822.4,5646.86,1300
2021,VI,,1545.0,5958.05,6845.2,1301
2021,VI,,19658.0,4697.92,5515.5,1302
2021,VT,50,161905.0,8137.22,9773.23,1303
2021,VT,50,21481.0,8835.94,10603.97,1304
2021,VT,50,140424.0,8023.49,9638.01,1305
2021,WA,53,1496825.0,8401.62,9509.03,1306
2021,WA,53,165397.0,9265.42,10312.4,1307
2021,WA,53,1331428.0,8293.92,9408.87,1308
2021,WI,55,1283246.0,9455.82,9992.65,1309
2021,WI,55,157679.0,10741.02,11206.37,1310
2021,WI,55,1125567.0,9246.36,9794.85,1311
2021,WV,54,465473.0,10266.35,10293.0,1312
2021,WV,54,82294.0,10120.78,9974.03,1313
2021,WV,54,383179.0,10298.56,10363.57,1314
2021,WY,56,123322.0,9021.07,10283.13,1315
2021,WY,56,13158.0,10966.31,12351.07,1316
2021,WY,56,110164.0,8792.96,10040.65,1317
2021,ZZ,,0.0,0.0,0.0,1318
2021,ZZ,,0.0,0.0,0.0,1319
2021,ZZ,,0.0,0.0,0.0,1320
2022,AK,02,117023.0,8390.88,10833.2,1321
2022,AK,02,11950.0,11411.63,14715.06,1322
2022,AK,02,105073.0,8027.5,10366.24,1323
2022,AL,01,1136151.0,11882.97,11300.4,1324
2022,AL,01,204959.0,11101.1,10492.13,1325
2022,AL,01,931192.0,12023.77,11445.95,1326
2022,AR,05,691982.0,11292.84,10705.38,1327
2022,AR,05,127091.0,10831.06,10242.4,1328
2022,AR,05,564891.0,11362.34,10775.06,1329
2022,AZ,04,1494975.0,10331.79,10823.71,1330
2022,AZ,04,143893.0,11883.57,12402.35,1331
2022,AZ,04,1351082.0,10233.56,10723.78,1332
2022,CA,06,6936781.0,11354.83,14511.77,1333
2022,CA,06,598630.0,13987.2,17984.94,1334
2022,CA,06,6338151.0,11020.39,14070.5,1335
2022,CO,08,1030117.0,9808.51,10409.66,1336
2022,CO,08,89362.0,11379.41,12131.94,1337
2022,CO,08,940755.0,9648.78,10234.53,1338
2022,CT,09,740388.0,12020.39,14241.64,1339
2022,CT,09,75124.0,12598.22,14704.72,1340
2022,CT,09,665264.0,11941.72,14178.59,1341
2022,DC,11,98990.0,11131.51,13753.56,1342
2022,DC,11,13030.0,14289.45,18039.83,1343
2022,DC,11,85960.0,10596.49,13027.38,1344
2022,DE,10,240663.0,10904.4,12068.92,1345
2022,DE,10,25471.0,13328.66,14743.27,1346
2022,DE,10,215192.0,10673.87,11814.61,1347
2022,FL,12,5144675.0,12657.25,12860.11,1348
2022,FL,12,518350.0,14186.21,14524.42,1349
2022,FL,12,4626325.0,12522.73,12713.67,1350
2022,GA,13,1941856.0,11128.87,11341.91,1351
2022,GA,13,270742.0,12725.88,12851.03,1352
2022,GA,13,1671114.0,10918.94,11143.53,1353
2022,HI,15,308028.0,7650.67,9350.43,1354
2022,HI,15,21075.0,12459.2,15054.34,1355
2022,HI,15,286953.0,7307.65,8943.55,1356
2022,IA,19,690478.0,10038.6,10178.28,1357
2022,IA,19,75926.0,10728.88,10690.4,1358
2022,IA,19,614552.0,9971.61,10128.59,1359
2022,ID,16,388276.0,9213.02,9442.81,1360
2022,ID,16,42823.0,9777.17,9901.69,1361
2022,ID,16,345453.0,9145.86,9388.18,1362
2022,IL,17,2432605.0,11536.34,12314.04,1363
2022,IL,17,264761.0,13714.6,14721.41,1364
2022,IL,17,2167844.0,11301.29,12054.26,1365
2022,IN,18,1387971.0,11241.34,11382.19,1366
2022,IN,18,191370.0,12047.77,12115.81,1367
2022,IN,18,1196601.0,11133.29,11283.9,1368
2022,KS,20,594516.0,11281.19,11163.17,1369
2022,KS,20,68009.0,12648.6,12351.35,1370
2022,KS,20,526507.0,11141.33,11041.65,1371
2022,KY,21,1008082.0,11065.74,10879.36,1372
2022,KY,21,181579.0,10134.52,9952.34,1373
2022,KY,21,826503.0,11236.95,11049.79,1374
2022,LA,22,951359.0,13055.28,12486.33,1375
2022,LA,22,154649.0,14205.56,13694.53,1376
2022,LA,22,796710.0,12867.92,12289.53,1377
2022,MA,25,1463551.0,10916.1,13090.3,1378
2022,MA,25,185168.0,11085.88,13296.47,1379
2022,MA,25,1278383.0,10890.1,13058.73,1380
2022,MD,24,1149670.0,11130.01,13758.56,1381
2022,MD,24,120756.0,13856.34,17799.6,1382
2022,MD,24,1028914.0,10797.62,13265.89,1383
2022,ME,23,379853.0,9447.5,10076.69,1384
2022,ME,23,53507.0,9549.04,10123.07,1385
2022,ME,23,326346.0,9426.39,10067.05,1386
2022,MI,26,2265749.0,10907.74,11356.16,1387
2022,MI,26,316391.0,11457.39,11767.35,1388
2022,MI,26,1949358.0,10808.34,11281.8,1389
2022,MN,27,1144584.0,10431.29,11378.74,1390
2022,MN,27,117856.0,11669.95,12684.78,1391
2022,MN,27,1026728.0,10186.2,11120.32,1392
2022,MO,29,1345931.0,11140.2,11155.94,1393
2022,MO,29,194907.0,12546.16,12632.47,1394
2022,MO,29,1151024.0,10932.28,10937.59,1395
2022,MS,28,653073.0,12590.89,11978.22,1396
2022,MS,28,116806.0,13759.99,13176.54,1397
2022,MS,28,536267.0,12395.63,11778.08,1398
2022,MT,30,261373.0,8554.16,9027.17,1399
2022,MT,30,25919.0,9676.59,10154.61,1400
2022,MT,30,235454.0,8440.01,8912.51,1401
2022,NC,37,2224649.0,10159.19,10489.59,1402
2022,NC,37,298578.0,11178.34,11516.39,1403
2022,NC,37,1926071.0,10022.31,10351.68,1404
2022,ND,38,147448.0,9931.98,10392.04,1405
2022,ND,38,14486.0,10977.5,11246.33,1406
2022,ND,38,132962.0,9813.62,10295.33,1407
2022,NE,31,385640.0,10822.21,11166.18,1408
2022,NE,31,41001.0,11161.43,11356.57,1409
2022,NE,31,344639.0,10793.41,11150.02,1410
2022,NH,33,341111.0,9403.34,10519.89,1411
2022,NH,33,45058.0,9439.9,10506.12,1412
2022,NH,33,296053.0,9398.33,10521.78,1413
2022,NJ,34,1768761.0,12049.7,14162.99,1414
2022,NJ,34,178006.0,13416.02,15775.02,1415
2022,NJ,34,1590755.0,11906.9,13994.51,1416
2022,NM,35,466984.0,9153.59,9594.89,1417
2022,NM,35,59595.0,11370.98,11891.5,1418
2022,NM,35,407389.0,8870.12,9301.29,1419
2022,NV,32,601698.0,11216.06,12544.73,1420
2022,NV,32,60569.0,14635.11,16372.82,1421
2022,NV,32,541129.0,10842.04,12125.96,1422
2022,NY,36,3936225.0,12143.9,15007.92,1423
2022,NY,36,466635.0,12429.02,15064.28,1424
2022,NY,36,3469590.0,12104.01,15000.03,1425
2022,OH,39,2563352.0,10792.07,11024.73,1426
2022,OH,39,332846.0,10745.02,10918.4,1427
2022,OH,39,2230506.0,10797.89,11037.88,1428
2022,OK,40,815624.0,12481.21,12104.63,1429
2022,OK,40,121970.0,13800.77,13344.36,1430
2022,OK,40,693654.0,12293.54,11928.31,1431
2022,OR,41,955849.0,8377.18,9573.37,1432
2022,OR,41,99204.0,9375.15,10646.17,1433
2022,OR,41,856645.0,8236.25,9421.88,1434
2022,PA,42,2981655.0,10774.65,11642.84,1435
2022,PA,42,369569.0,11813.89,12914.78,1436
2022,PA,42,2612086.0,10646.33,11485.78,1437
2022,PR,72,788106.0,6261.08,6151.01,1438
2022,PR,72,137341.0,8949.28,8421.32,1439
2022,PR,72,650765.0,5945.3,5884.32,1440
2022,RI,44,243636.0,10141.91,11334.85,1441
2022,RI,44,33597.0,8859.64,9667.44,1442
2022,RI,44,210039.0,10306.05,11548.28,1443
2022,SC,45,1218835.0,10726.27,10766.52,1444
2022,SC,45,162932.0,11809.79,11677.83,1445
2022,SC,45,1055903.0,10616.86,10674.5,1446
2022,SD,46,198253.0,9991.77,10444.74,1447
2022,SD,46,18428.0,12058.95,12635.39,1448
2022,SD,46,179825.0,9773.14,10213.04,1449
2022,TN,47,1498118.0,10905.48,10604.23,1450
2022,TN,47,226032.0,11662.3,11205.64,1451
2022,TN,47,1272086.0,10819.65,10536.03,1452
2022,TX,48,4736999.0,12522.07,12921.76,1453
2022,TX,48,546326.0,14965.83,15598.96,1454
2022,TX,48,4190673.0,12268.39,12643.85,1455
2022,Territory,,0.0,0.0,0.0,1456
2022,Territory,,0.0,0.0,0.0,1457
2022,Territory,,0.0,0.0,0.0,1458
2022,UT,49,460425.0,10314.68,10795.57,1459
2022,UT,49,47250.0,10928.53,11276.89,1460
2022,UT,49,413175.0,10252.74,10747.01,1461
2022,VA,51,1686075.0,10038.02,10494.0,1462
2022,VA,51,195662.0,11028.83,11387.06,1463
2022,VA,51,1490413.0,9953.3,10417.64,1464
2022,VI,,21367.0,5301.26,6226.87,1465
2022,VI,,1450.0,7626.31,9241.18,1466
2022,VI,,19917.0,5075.8,5934.57,1467
2022,VT,50,165721.0,8567.43,10228.34,1468
2022,VT,50,20860.0,9284.11,10924.09,1469
2022,VT,50,144861.0,8451.71,10116.0,1470
2022,WA,53,1525506.0,8756.02,9866.73,1471
2022,WA,53,157616.0,9259.7,10297.11,1472
2022,WA,53,1367890.0,8699.54,9818.47,1473
2022,WI,55,1312254.0,9699.93,10205.24,1474
2022,WI,55,152574.0,10730.71,11142.79,1475
2022,WI,55,1159680.0,9544.83,10064.17,1476
2022,WV,54,466247.0,10649.39,10587.76,1477
2022,WV,54,78349.0,10152.47,9905.73,1478
2022,WV,54,387898.0,10747.86,10722.9,1479
2022,WY,56,126529.0,9032.07,10048.01,1480
2022,WY,56,12789.0,10585.37,11743.57,1481
2022,WY,56,113740.0,8865.67,9866.37,1482
2022,ZZ,,0.0,0.0,0.0,1483
2022,ZZ,,0.0,0.0,0.0,1484
2022,ZZ,,0.0,0.0,0.0,1485
2023,AK,02,120280.0,9081.88,11429.16,1486
2023,AK,02,11464.0,12375.43,15709.69,1487
2023,AK,02,108816.0,8716.94,10954.86,1488
2023,AL,01,1151244.0,12787.15,12013.57,1489
2023,AL,01,197390.0,11425.72,10601.39,1490
2023,AL,01,953854.0,13002.17,12236.61,1491
2023,AR,05,699823.0,12119.84,11481.67,1492
2023,AR,05,123190.0,11296.4,10649.04,1493
2023,AR,05,576633.0,12231.44,11594.52,1494
2023,AZ,04,1528056.0,11789.65,12341.14,1495
2023,AZ,04,138451.0,12796.9,13381.43,1496
2023,AZ,04,1389605.0,11731.56,12281.15,1497
2023,CA,06,7080940.0,12124.53,15432.6,1498
2023,CA,06,568921.0,14946.38,19158.69,1499
2023,CA,06,6512019.0,11790.59,14991.66,1500
2023,CO,08,1055744.0,10671.45,11252.17,1501
2023,CO,08,85365.0,12455.27,13157.34,1502
2023,CO,08,970379.0,10512.69,11082.61,1503
2023,CT,09,757873.0,12479.9,14779.78,1504
2023,CT,09,72858.0,12767.53,14961.44,1505
2023,CT,09,685015.0,12444.17,14757.22,1506
2023,DC,11,99522.0,11651.62,14030.98,1507
2023,DC,11,12411.0,15012.36,18596.88,1508
2023,DC,11,87111.0,11129.9,13322.16,1509
2023,DE,10,248282.0,11811.22,12836.35,1510
2023,DE,10,24515.0,13854.88,14939.22,1511
2023,DE,10,223767.0,11638.64,12658.78,1512
2023,FL,12,5250841.0,13686.37,13780.24,1513
2023,FL,12,495990.0,14697.85,14916.95,1514
2023,FL,12,4754851.0,13607.37,13691.45,1515
2023,GA,13,1986659.0,11788.11,11916.26,1516
2023,GA,13,260673.0,13054.71,13122.19,1517
2023,GA,13,1725986.0,11643.52,11778.59,1518
2023,HI,15,313961.0,8202.8,10041.99,1519
2023,HI,15,20305.0,11792.65,14257.88,1520
2023,HI,15,293656.0,7975.8,9775.4,1521
2023,IA,19,703006.0,10706.99,10677.49,1522
2023,IA,19,74251.0,10834.29,10596.34,1523
2023,IA,19,628755.0,10696.61,10684.1,1524
2023,ID,16,399056.0,9989.49,10165.5,1525
2023,ID,16,41654.0,9949.05,9967.71,1526
2023,ID,16,357402.0,9993.78,10186.47,1527
2023,IL,17,2469323.0,12443.81,13143.56,1528
2023,IL,17,254074.0,14326.72,15252.22,1529
2023,IL,17,2215249.0,12258.25,12935.75,1530
2023,IN,18,1412597.0,12043.14,12019.98,1531
2023,IN,18,185817.0,12290.34,12142.7,1532
2023,IN,18,1226780.0,12013.62,12005.33,1533
2023,KS,20,604506.0,12390.06,12197.75,1534
2023,KS,20,65715.0,12977.04,12662.17,1535
2023,KS,20,538791.0,12337.18,12155.91,1536
2023,KY,21,1019526.0,11852.83,11556.11,1537
2023,KY,21,174986.0,10561.18,10271.06,1538
2023,KY,21,844540.0,12056.01,11758.25,1539
2023,LA,22,966338.0,13805.14,13138.85,1540
2023,LA,22,148960.0,14760.36,14096.47,1541
2023,LA,22,817378.0,13677.4,13010.79,1542
2023,MA,25,1491384.0,11728.55,13851.53,1543
2023,MA,25,176496.0,11546.87,13602.74,1544
2023,MA,25,1314888.0,11751.53,13882.99,1545
2023,MD,24,1174516.0,11851.81,14277.64,1546
2023,MD,24,115870.0,14187.7,17975.0,1547
2023,MD,24,1058646.0,11594.32,13870.07,1548
2023,ME,23,387113.0,9841.2,10432.03,1549
2023,ME,23,51553.0,9539.97,9965.19,1550
2023,ME,23,335560.0,9898.07,10520.16,1551
2023,MI,26,2305486.0,11779.79,12071.35,1552
2023,MI,26,305057.0,11870.67,11991.51,1553
2023,MI,26,2000429.0,11764.95,12084.39,1554
2023,MN,27,1172156.0,11171.58,11990.3,1555
2023,MN,27,114664.0,12461.74,13339.56,1556
2023,MN,27,1057492.0,10930.89,11738.58,1557
2023,MO,29,1367107.0,11954.26,11886.82,1558
2023,MO,29,188688.0,12981.82,12993.35,1559
2023,MO,29,1178419.0,11818.89,11741.05,1560
2023,MS,28,660913.0,13473.86,12679.32,1561
2023,MS,28,112808.0,14145.77,13370.27,1562
2023,MS,28,548105.0,13378.66,12581.42,1563
2023,MT,30,267343.0,9197.82,9612.1,1564
2023,MT,30,24849.0,10057.37,10529.87,1565
2023,MT,30,242494.0,9119.41,9528.39,1566
2023,NC,37,2273250.0,10890.51,11108.95,1567
2023,NC,37,288993.0,11075.03,11277.46,1568
2023,NC,37,1984257.0,10868.94,11089.25,1569
2023,ND,38,150975.0,10602.41,11011.15,1570
2023,ND,38,14220.0,11045.22,11276.26,1571
2023,ND,38,136755.0,10556.33,10983.57,1572
2023,NE,31,393267.0,11555.9,11835.85,1573
2023,NE,31,40029.0,11804.03,11906.35,1574
2023,NE,31,353238.0,11537.27,11830.56,1575
2023,NH,33,350662.0,10026.44,11066.17,1576
2023,NH,33,43398.0,9851.74,10787.91,1577
2023,NH,33,307264.0,10047.9,11100.35,1578
2023,NJ,34,1805401.0,12836.62,14809.34,1579
2023,NJ,34,170747.0,14169.58,16369.64,1580
2023,NJ,34,1634654.0,12710.34,14661.53,1581
2023,NM,35,474322.0,9792.86,10183.52,1582
2023,NM,35,57151.0,11301.38,11736.54,1583
2023,NM,35,417171.0,9622.8,10008.44,1584
2023,NV,32,614468.0,12324.87,13620.57,1585
2023,NV,32,57798.0,15885.63,17621.35,1586
2023,NV,32,556670.0,11976.05,13228.64,1587
2023,NY,36,4003915.0,12605.94,15552.5,1588
2023,NY,36,449727.0,12605.67,15325.55,1589
2023,NY,36,3554188.0,12605.98,15581.31,1590
2023,OH,39,2604737.0,11455.51,11568.54,1591
2023,OH,39,322059.0,10887.44,10891.42,1592
2023,OH,39,2282678.0,11518.31,11643.39,1593
2023,OK,40,828700.0,13689.69,13166.88,1594
2023,OK,40,118845.0,14895.98,14335.2,1595
2023,OK,40,709855.0,13538.16,13020.12,1596
2023,OR,41,969192.0,9018.73,10207.78,1597
2023,OR,41,95944.0,9757.46,11031.78,1598
2023,OR,41,873248.0,8922.34,10100.26,1599
2023,PA,42,3027857.0,11692.86,12411.81,1600
2023,PA,42,355260.0,12463.31,13357.09,1601
2023,PA,42,2672597.0,11610.94,12311.31,1602
2023,PR,72,792881.0,6359.42,6193.44,1603
2023,PR,72,131514.0,8053.42,7442.52,1604
2023,PR,72,661367.0,6182.67,6063.11,1605
2023,RI,44,248622.0,11224.29,12470.47,1606
2023,RI,44,32251.0,9208.02,9940.78,1607
2023,RI,44,216371.0,11444.06,12746.21,1608
2023,SC,45,1249321.0,11477.82,11426.32,1609
2023,SC,45,157846.0,12242.56,12060.01,1610
2023,SC,45,1091475.0,11410.62,11370.63,1611
2023,SD,46,202604.0,10700.05,11062.46,1612
2023,SD,46,17979.0,12258.83,12659.76,1613
2023,SD,46,184625.0,10550.73,10909.44,1614
2023,TN,47,1522963.0,11776.76,11332.64,1615
2023,TN,47,218599.0,11945.91,11372.84,1616
2023,TN,47,1304364.0,11759.55,11328.55,1617
2023,TX,48,4860770.0,13287.86,13585.32,1618
2023,TX,48,526633.0,15197.56,15682.75,1619
2023,TX,48,4334137.0,13111.64,13391.77,1620
2023,Territory,,0.0,0.0,0.0,1621
2023,Territory,,0.0,0.0,0.0,1622
2023,Territory,,0.0,0.0,0.0,1623
2023,UT,49,472847.0,11400.18,11705.58,1624
2023,UT,49,46031.0,11297.52,11485.58,1625
2023,UT,49,426816.0,11409.54,11725.63,1626
2023,VA,51,1722838.0,10773.64,11137.54,1627
2023,VA,51,189837.0,11294.01,11507.87,1628
2023,VA,51,1533001.0,10734.76,11109.87,1629
2023,VI,,21608.0,5935.1,6673.96,1630
2023,VI,,1389.0,7266.56,7798.3,1631
2023,VI,,20219.0,5815.61,6573.05,1632
2023,VT,50,169047.0,9314.45,11116.15,1633
2023,VT,50,20154.0,9844.8,11539.3,1634
2023,VT,50,148893.0,9233.49,11051.55,1635
2023,WA,53,1555950.0,9433.18,10461.81,1636
2023,WA,53,150682.0,9564.26,10476.49,1637
2023,WA,53,1405268.0,9420.29,10460.36,1638
2023,WI,55,1341157.0,10415.44,10795.85,1639
2023,WI,55,147687.0,10933.02,11181.05,1640
2023,WI,55,1193470.0,10345.73,10743.97,1641
2023,WV,54,468728.0,11334.02,11150.46,1642
2023,WV,54,75233.0,10350.15,9922.82,1643
2023,WV,54,393495.0,11506.9,11366.18,1644
2023,WY,56,129740.0,9761.15,10716.55,1645
2023,WY,56,12427.0,10646.22,11559.9,1646
2023,WY,56,117313.0,9678.63,10637.91,1647
2023,ZZ,,0.0,0.0,0.0,1648
2023,ZZ,,0.0,0.0,0.0,1649
2023,ZZ,,0.0,0.0,0.0,1650